aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
홍제한양,1993,22.03~24.03,갱신,7,2,2022,"32,500",60.06,2,82,0,"31,000",,11410,홍제동,사용
풍림2,1990,22.03~24.03,신규,7,2,2022,"40,000",66.69,5,453-2,0,,,11410,홍은동, 
DMC래미안클라시스,2000,22.02~24.02,갱신,7,2,2022,"42,000",84.95,9,377,0,"40,000",,11410,남가좌동,사용
"현대(1,2차)",1988,22.02~23.02,갱신,6,2,2022,"34,500",84.77,10,202-5,0,"33,000",,11410,홍은동,사용
독립문극동(200-0),1998,22.02~24.02,갱신,6,2,2022,"70,000",102.45,14,200,0,"60,000",,11410,현저동, 
북한산더샵,2017,22.02~24.02,갱신,5,2,2022,"55,600",84.832,15,464,0,"53,000",,11410,홍은동,사용
독립문극동(200-0),1998,22.02~24.02,갱신,5,2,2022,"45,150",59.58,13,200,0,"43,000",,11410,현저동,사용
피어리스,1987,22.03~24.03,신규,5,2,2022,"42,000",84.24,16,222,0,,,11410,충정로3가, 
DMC파크뷰자이2단지,2015,22.02~24.02,갱신,5,2,2022,"60,900",84.99,5,385,0,"58,000",,11410,남가좌동,사용
신촌럭키,1999,22.03~24.03,갱신,3,2,2022,"49,350",83.38,14,144,0,"47,000",,11410,대현동,사용
돈의문센트레빌,2011,, ,4,2,2022,"62,400",84.99,2,261,0,,,11410,냉천동, 
천연뜨란채,2006,22.03~24.03,갱신,3,2,2022,"3,000",55.82,11,145,126,"3,000",120,11410,천연동,사용
홍제역해링턴플레이스,2024,22.04~24.04,신규,4,2,2022,"50,000",39.38,17,474,0,,,11410,홍제동, 
더스타일하우스디센트럴,2020,22.03~24.03,갱신,3,2,2022,"7,650",35.858,20,480,74,"7,650",71,11410,충정로3가, 
더스타일하우스디센트럴,2020,22.03~24.03,갱신,4,2,2022,"3,650",16.0626,25,480,35,"3,650",34,11410,충정로3가, 
월드컵현대,1998,22.02~24.02,갱신,3,2,2022,"35,000",59.76,14,371-1,0,"33,500",,11410,북가좌동,사용
벽산임대(108동),1997,, ,4,2,2022,"1,739",30.17,10,455-1,4,,,11410,홍은동, 
e편한세상신촌3단지,2018,,갱신,3,2,2022,"62,000",59.85,3,1013,0,"62,000",,11410,북아현동, 
동부센트레빌,2002,22.02~24.02,갱신,3,2,2022,"48,300",84.93,1,260,0,"46,000",,11410,냉천동,사용
독립문삼호,1995,22.02~24.02,갱신,3,2,2022,"55,000",108.63,1,100,0,"50,000",,11410,영천동, 
북한산더샵,2017,22.02~24.02,갱신,3,2,2022,"45,150",59.865,8,464,0,"43,000",,11410,홍은동,사용
더스타일하우스디센트럴,2020,22.03~24.03,갱신,3,2,2022,"6,260",21.056,18,480,39,"6,260",37,11410,충정로3가, 
더스타일하우스디센트럴,2020,22.02~24.02,갱신,3,2,2022,"7,886",26.5236,7,480,49,"7,886",47,11410,충정로3가, 
더스타일하우스디센트럴,2020,22.03~24.03,갱신,3,2,2022,"6,260",21.056,20,480,39,"6,260",37,11410,충정로3가, 
더스타일하우스디센트럴,2020,22.03~24.03,갱신,3,2,2022,"4,870",16.0626,16,480,30,"4,870",29,11410,충정로3가, 
신촌럭키,1999,22.02~24.02,신규,3,2,2022,"46,200",83.38,5,144,0,,,11410,대현동, 
연희파크푸르지오,2018,22.03~24.03,신규,3,2,2022,"90,000",112.8619,16,747,0,,,11410,연희동, 
북한산삼부르네상스(21.9.17),2021,22.03~24.03,신규,3,2,2022,"5,000",70.59,2,8-230,145,,,11410,홍은동, 
천연뜨란채,2006,22.03~24.03,신규,3,2,2022,"45,000",59.47,2,145,0,,,11410,천연동, 
인왕산현대,2000,22.02~24.02,신규,3,2,2022,"42,000",84.9,1,460,0,,,11410,홍제동, 
제니스뷰아파트,2022,22.04~24.04,신규,18,2,2022,"35,000",53.46,12,196-26,0,,,11410,홍제동, 
홍제원현대(459-0),2000,22.05~26.05,신규,17,2,2022,"60,000",114.72,1,459,0,,,11410,홍제동, 
동도아카데미하우스2차,2000,22.07~24.07,신규,22,2,2022,"90,000",184.01,5,74-14,0,,,11410,연희동, 
신촌럭키,1999,22.02~22.09,신규,24,2,2022,"3,000",59.7,12,144,130,,,11410,대현동, 
대경아르체,2018,22.03~24.03,신규,14,2,2022,"40,000",48.48,8,488,0,,,11410,북가좌동, 
DMC센트럴아이파크,2018,22.04~24.04,신규,12,2,2022,"75,000",84.9,9,388,0,,,11410,남가좌동, 
DMC래미안클라시스,2000,22.03~24.03,갱신,5,2,2022,"34,650",59.93,5,377,0,"33,000",,11410,남가좌동,사용
래미안루센티아,2020,22.03~24.03,갱신,19,2,2022,"50,000",59.98,3,390,0,"47,000",,11410,남가좌동, 
문화촌현대,2002,22.04~23.10,신규,11,2,2022,"38,000",59.94,16,463,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.02~24.02,신규,8,2,2022,"63,000",59.99,11,474,0,,,11410,홍제동, 
홍제현대,1992,22.03~24.03,신규,25,2,2022,"50,000",75.15,5,331,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,23,3,2022,"59,000",84.95,10,481,40,,,11410,북가좌동, 
에스케이뷰,2008,, ,26,3,2022,"75,000",84.909,9,118,0,,,11410,합동, 
DMC파크뷰자이4단지,2015,, ,7,3,2022,"58,500",84.968,10,385,0,,,11410,남가좌동, 
돈의문센트레빌,2011,, ,30,3,2022,"10,000",84.99,1,261,230,,,11410,냉천동, 
DMC파크뷰자이1단지,2015,, ,10,3,2022,"43,000",84.971,24,385,0,,,11410,남가좌동, 
신촌푸르지오,2015,, ,19,3,2022,"60,900",59.8802,12,1011,0,,,11410,북아현동, 
월드컵현대,1998,, ,26,3,2022,"31,000",59.76,18,371-1,0,,,11410,북가좌동, 
천연뜨란채,2006,, ,9,3,2022,"54,000",57.78,8,145,0,,,11410,천연동, 
DMC래미안클라시스,2000,, ,26,3,2022,"22,000",59.93,4,377,75,,,11410,남가좌동, 
홍제삼성래미안,2001,, ,5,3,2022,"25,725",32.76,3,461,0,,,11410,홍제동, 
청구1차,1994,, ,19,3,2022,"56,000",84.78,7,453,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,6,3,2022,"53,000",48.21,20,474,0,,,11410,홍제동, 
인왕산현대,2000,, ,26,3,2022,"49,000",59.93,5,460,0,,,11410,홍제동, 
신촌럭키,1999,, ,26,3,2022,"36,700",59.7,12,144,0,,,11410,대현동, 
DMC센트럴아이파크,2018,, ,30,3,2022,"40,000",59.91,14,388,65,,,11410,남가좌동, 
홍제역해링턴플레이스,2024,, ,24,3,2022,"20,000",59.99,13,474,150,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,26,3,2022,"60,000",59.99,2,474,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,26,3,2022,"70,000",84.95,20,474,0,,,11410,홍제동, 
문화촌현대,2002,, ,19,3,2022,"35,000",59.94,11,463,0,,,11410,홍제동, 
홍제한양,1993,, ,15,3,2022,"30,288",60.06,15,82,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,19,3,2022,"5,000",59.97,15,481,180,,,11410,북가좌동, 
e편한세상신촌1단지,2018,, ,12,3,2022,"73,500",84.98,17,1013,0,,,11410,북아현동, 
래미안루센티아,2020,, ,11,3,2022,"39,900",84.95,15,390,0,,,11410,남가좌동, 
홍제원현대(459-0),2000,, ,15,3,2022,"35,000",59.93,1,459,0,,,11410,홍제동, 
래미안루센티아,2020,, ,8,3,2022,"43,000",59.98,7,390,0,,,11410,남가좌동, 
북한산삼부르네상스(21.9.17),2021,, ,19,3,2022,"50,000",84.42,7,8-230,0,,,11410,홍은동, 
천연뜨란채,2006,, ,5,3,2022,"15,000",55.82,1,145,100,,,11410,천연동, 
"현대(1,2차)",1988,, ,19,3,2022,"45,000",84.77,5,202-5,0,,,11410,홍은동, 
DMC아이파크,2009,, ,5,3,2022,"40,000",59.96,10,458,65,,,11410,북가좌동, 
신촌푸르지오,2015,, ,16,3,2022,"30,000",59.993,14,1011,150,,,11410,북아현동, 
천연뜨란채,2006,, ,9,3,2022,"54,000",57.78,8,145,0,,,11410,천연동, 
신촌푸르지오,2015,, ,14,3,2022,"30,000",59.993,14,1011,150,,,11410,북아현동, 
대우푸르지오,2002,, ,11,3,2022,"40,000",84.706,1,739,50,,,11410,연희동, 
대우푸르지오,2002,, ,11,3,2022,"40,000",84.706,1,739,50,,,11410,연희동, 
두산,1999,, ,14,3,2022,"37,000",59.96,2,1009,0,,,11410,북아현동, 
DMC래미안e편한세상,2012,, ,12,3,2022,"48,300",59.97,1,481,0,,,11410,북가좌동, 
태영으뜸(데시앙),1998,, ,12,3,2022,"39,000",64.18,16,373,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,12,3,2022,"70,000",84.95,3,474,0,,,11410,홍제동, 
홍제원현대(459-0),2000,, ,12,3,2022,"50,000",59.93,15,459,0,,,11410,홍제동, 
북한산두산위브,2020,, ,9,3,2022,"41,000",59.68,16,467,0,,,11410,홍은동, 
홍제역해링턴플레이스,2024,, ,5,3,2022,"54,000",84.95,4,474,0,,,11410,홍제동, 
DMC센트럴아이파크,2018,, ,5,3,2022,"58,000",59.91,20,388,0,,,11410,남가좌동, 
에스케이뷰,2008,, ,4,3,2022,"3,000",59.956,6,118,180,,,11410,합동, 
DMC래미안e편한세상,2012,, ,7,3,2022,"40,000",84.95,2,481,110,,,11410,북가좌동, 
대우푸르지오,2002,, ,5,3,2022,"65,000",84.706,20,739,0,,,11410,연희동, 
홍제한양,1993,, ,5,3,2022,"40,000",60.06,7,82,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,, ,5,3,2022,"25,000",59.99,8,474,110,,,11410,홍제동, 
신촌럭키,1999,, ,1,3,2022,"50,000",59.7,6,144,0,,,11410,대현동, 
DMC파크뷰자이3단지,2015,, ,3,3,2022,"47,250",59.981,9,385,0,,,11410,남가좌동, 
에스케이뷰,2008,, ,2,3,2022,"75,000",84.98,10,118,0,,,11410,합동, 
DMC센트럴아이파크,2018,, ,15,3,2022,"83,000",84.95,18,388,0,,,11410,남가좌동, 
DMC파크뷰자이1단지,2015,, ,1,3,2022,"60,000",84.974,20,385,75,,,11410,남가좌동, 
신촌럭키,1999,, ,1,3,2022,"50,000",59.7,6,144,0,,,11410,대현동, 
에스케이뷰,2008,, ,19,3,2022,"75,000",84.98,14,118,0,,,11410,합동, 
"현대(1,2차)",1988,, ,10,3,2022,"35,000",59.97,4,202-5,0,,,11410,홍은동, 
북아현경남,1996,, ,26,3,2022,"25,500",59.77,1,1006,0,,,11410,북아현동, 
문화촌현대,2002,22.04~24.04,신규,19,3,2022,"35,000",59.94,11,463,0,,,11410,홍제동, 
래미안루센티아,2020,22.03~24.03,갱신,3,3,2022,"61,200",84.95,10,390,0,"61,200",,11410,남가좌동, 
래미안루센티아,2020,22.03~24.03,갱신,11,3,2022,"39,900",84.95,15,390,0,"38,000",,11410,남가좌동,사용
충정리시온,2004,22.03~24.03,신규,4,3,2022,"35,000",45.75,16,465,25,,,11410,충정로3가, 
대우푸르지오,2002,22.04~24.04,신규,11,3,2022,"40,000",84.706,1,739,50,,,11410,연희동, 
DMC현대아파트,2000,22.03~24.03,갱신,20,3,2022,"32,550",55.47,12,453,0,"31,000",,11410,북가좌동,사용
천연뜨란채,2006,22.04~24.04,신규,5,3,2022,"15,000",55.82,1,145,100,,,11410,천연동, 
신촌럭키,1999,22.03~24.03,신규,22,3,2022,"3,000",59.7,13,144,130,,,11410,대현동, 
DMC파크뷰자이1단지,2015,22.05~24.05,신규,2,3,2022,"20,000",121.614,30,385,330,,,11410,남가좌동, 
파라타워,2020,22.03~23.02,신규,1,3,2022,"1,000",15.792,6,90-70,84,,,11410,대현동, 
신촌럭키,1999,22.03~23.03,신규,18,3,2022,500,121.6,6,144,60,,,11410,대현동, 
벽산임대(108동),1997,, ,16,3,2022,"1,739",30.17,6,455-1,4,,,11410,홍은동, 
두산,1999,22.03~24.03,갱신,3,3,2022,"38,850",59.96,11,1009,0,"37,000",,11410,북아현동,사용
천연뜨란채,2006,22.04~24.04,갱신,30,3,2022,"2,000",30.17,6,145,65,"2,000",70,11410,천연동, 
연희웨스트팰리스,2014,22.05~24.05,갱신,31,3,2022,"12,600",13.12,8,746,0,"12,000",,11410,연희동,사용
DMC에코자이,2019,22.04~24.04,신규,19,3,2022,"7,000",59.79,12,389,180,,,11410,남가좌동, 
DMC센트레빌,2009,22.08~24.08,신규,19,3,2022,"46,725",59.95,2,381,0,,,11410,남가좌동, 
홍제원현대(459-0),2000,22.04~24.04,신규,5,3,2022,"36,500",59.93,5,459,0,,,11410,홍제동, 
힐스테이트신촌,2020,22.08~24.08,갱신,4,3,2022,"10,000",59.8404,14,1017,133,"10,000",125,11410,북아현동,사용
신촌자이엘라,2014,22.03~22.09,신규,9,3,2022,100,22.13,19,104-36,110,,,11410,대현동, 
홍은동벽산,1997,22.06~24.06,신규,15,3,2022,"60,000",114.96,14,455,0,,,11410,홍은동, 
북가좌삼호,1996,22.06~24.06,갱신,10,3,2022,"50,000",114.03,9,449,0,"48,000",,11410,북가좌동,사용
유원하나,1996,22.03~24.03,갱신,25,3,2022,"26,000",72.34,2,454,0,"26,000",,11410,홍제동,사용
북한산삼부르네상스(21.10.08),2021,22.06~26.06,신규,26,3,2022,"45,000",84.16,7,8-285,0,,,11410,홍은동, 
신촌럭키,1999,22.06~24.06,신규,29,3,2022,"40,000",59.7,11,144,0,,,11410,대현동, 
충림예하임,2010,22.05~24.05,신규,19,3,2022,"59,000",84.6,5,477,0,,,11410,충정로3가, 
홍제한양,1993,22.04~24.04,신규,5,3,2022,"40,000",60.06,9,82,0,,,11410,홍제동, 
남양,1999,, ,9,3,2022,"50,000",114.99,2,457,0,,,11410,홍제동, 
홍은동벽산,1997,22.05~24.05,신규,24,3,2022,"55,000",84.78,11,455,0,,,11410,홍은동, 
서소문,1971,22.04~24.04,갱신,22,3,2022,"13,000",42.64,3,215,0,"13,000",,11410,미근동,사용
DMC파크뷰자이1단지,2015,22.03~23.08,갱신,15,3,2022,"40,000",84.971,26,385,100,"40,000",30,11410,남가좌동, 
유원,1987,22.05~24.05,신규,9,3,2022,"32,000",64.26,5,22,0,,,11410,홍은동, 
북아현경남,1996,22.05~24.05,신규,26,3,2022,"25,500",59.77,1,1006,0,,,11410,북아현동, 
성원,2001,22.05~24.05,신규,14,3,2022,"30,000",59.61,2,740,40,,,11410,연희동, 
홍제센트럴IPARK,2020,22.05~24.05,신규,24,3,2022,"65,000",84.9728,13,473,0,,,11410,홍제동, 
DMC파크뷰자이2단지,2015,22.05~24.05,신규,19,3,2022,"74,000",84.99,16,385,0,,,11410,남가좌동, 
서울맨션,1972,22.05~24.05,신규,21,3,2022,"2,000",50.71,2,315-7,50,,,11410,홍제동, 
힐스테이트신촌,2020,22.05~24.05,신규,19,3,2022,"1,000",119.958,6,1017,80,,,11410,북아현동, 
북가좌삼호,1996,22.03~24.03,갱신,5,3,2022,"31,000",84.57,13,449,0,"29,000",,11410,북가좌동, 
디엠씨엘가,2017,22.03~23.03,갱신,12,3,2022,"1,000",13.03,3,387,58,"1,000",55,11410,남가좌동,사용
천연뜨란채,2006,22.05~24.05,신규,21,3,2022,"45,000",57.78,4,145,35,,,11410,천연동, 
돈의문센트레빌,2011,22.03~24.03,갱신,21,3,2022,"53,400",84.99,4,261,50,"50,000",50,11410,냉천동, 
디엠씨엘가,2017,22.03~23.03,신규,26,3,2022,"2,000",13.03,4,387,58,,,11410,남가좌동, 
천연뜨란채,2006,22.05~24.05,갱신,29,3,2022,"38,320",57.78,13,145,0,"36,500",,11410,천연동,사용
북한산삼부르네상스(21.10.08),2021,22.03~23.03,신규,15,3,2022,"1,000",84.16,6,8-285,220,,,11410,홍은동, 
홍제역해링턴플레이스,2024,22.05~24.09,신규,7,3,2022,"10,000",84.95,19,474,225,,,11410,홍제동, 
남가좌동현대,1999,22.04~23.09,신규,14,3,2022,"5,000",59.4,7,376,110,,,11410,남가좌동, 
동평늘푸른,2005,22.04~24.04,신규,25,3,2022,"25,000",84.56,2,265-281,0,,,11410,홍은동, 
DMC래미안e편한세상,2012,22.05~24.05,신규,23,3,2022,"72,000",84.92,2,481,0,,,11410,북가좌동, 
3RU-City,2013,22.05~23.05,신규,31,3,2022,"1,000",17.19,7,510-2,75,,,11410,창천동, 
신촌푸르지오,2015,22.04~24.04, ,16,3,2022,"30,000",59.993,14,1011,150,,,11410,북아현동, 
홍제역해링턴플레이스,2024,22.05~24.05,신규,19,3,2022,"6,000",59.99,-1,474,185,,,11410,홍제동, 
DMC센트레빌,2009,22.05~24.05,신규,19,3,2022,"65,000",84.87,11,381,0,,,11410,남가좌동, 
북한산더샵,2017,22.03~24.03,갱신,25,3,2022,"47,775",59.899,7,464,0,"45,500",,11410,홍은동,사용
DMC래미안클라시스,2000,22.03~24.03,갱신,24,3,2022,"51,000",84.9,15,377,0,"23,000",70,11410,남가좌동, 
연희자이엘라,2014,22.05~23.05,신규,1,3,2022,500,13.642,8,745,67,,,11410,연희동, 
남가좌동현대,1999,,갱신,27,3,2022,"36,750",84.78,2,376,0,"35,000",,11410,남가좌동,사용
혜우,1996,22.04~24.04,신규,10,3,2022,"75,000",129.27,18,101-7,0,,,11410,대현동, 
창덕에버빌,1998,22.06~24.06,신규,9,3,2022,"52,000",99.07,5,105-1,0,,,11410,남가좌동, 
DMC파크뷰자이2단지,2015,,갱신,21,3,2022,"52,000",84.909,25,385,20,"52,000",20,11410,남가좌동, 
홍제현대,1992,22.05~24.05,신규,8,3,2022,"60,000",106.18,12,331,32,,,11410,홍제동, 
인왕산현대,2000,, ,3,3,2022,"70,000",114.72,16,460,0,,,11410,홍제동, 
인왕산현대,2000,22.05~24.05,신규,3,3,2022,"70,000",114.72,16,460,0,,,11410,홍제동, 
홍은동벽산,1997,22.05~24.05,신규,22,3,2022,"55,000",114.96,1,455,0,,,11410,홍은동, 
홍제역해링턴플레이스,2024,, ,31,3,2022,"75,000",84.95,8,474,0,,,11410,홍제동, 
고은,1975,22.03~24.03,신규,26,3,2022,"1,800",62.48,2,156-200,55,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.05~24.05,신규,4,3,2022,"40,000",84.95,15,474,110,,,11410,홍제동, 
e편한세상신촌1단지,2018,22.05~24.05,신규,12,3,2022,"5,000",59.85,6,1013,150,,,11410,북아현동, 
DMC래미안클라시스,2000,22.05~24.05,신규,26,3,2022,"22,000",59.93,4,377,75,,,11410,남가좌동, 
DMC현대아파트,2000,, ,2,3,2022,"55,000",84.95,4,453,0,,,11410,북가좌동, 
홍제역해링턴플레이스,2024,, ,24,3,2022,"50,000",84.99,7,474,30,,,11410,홍제동, 
신촌푸르지오,2015,22.03~24.03,신규,12,3,2022,"1,000",109.0901,3,1011,105,,,11410,북아현동, 
극동,1995,22.05~24.05, ,5,3,2022,"26,250",84.92,12,454,0,,,11410,홍은동, 
DMC래미안클라시스,2000,22.03~24.03,신규,1,3,2022,"34,650",59.93,19,377,0,,,11410,남가좌동, 
문화촌현대,2002,22.03~22.10,갱신,17,3,2022,"42,000",59.94,15,463,0,"27,000",,11410,홍제동, 
홍제삼성래미안,2001,22.05~24.05,신규,31,3,2022,"7,000",32.76,11,461,60,,,11410,홍제동, 
독립문극동(200-0),1998,22.05~24.05,신규,9,3,2022,"72,000",84.87,4,200,0,,,11410,현저동, 
두산,1999,22.05~24.05,신규,14,3,2022,"40,000",59.96,13,1009,35,,,11410,북아현동, 
디엠씨엘가,2017,22.04~24.04,신규,11,3,2022,"1,000",13.03,11,387,60,,,11410,남가좌동, 
북한산삼부르네상스(21.9.17),2021,22.04~24.04,신규,19,3,2022,"5,000",84.16,1,8-230,170,,,11410,홍은동, 
홍은동벽산,1997,22.06~24.06,신규,9,3,2022,"5,000",58.64,6,455,85,,,11410,홍은동, 
홍제한양,1993,22.05~24.05,신규,18,3,2022,"40,000",60.06,11,82,0,,,11410,홍제동, 
홍제원현대(459-0),2000,22.03~24.03,신규,9,3,2022,"5,000",59.93,1,459,130,,,11410,홍제동, 
신촌럭키,1999,22.04~24.04,갱신,30,3,2022,"39,900",59.7,9,144,0,"38,000",,11410,대현동, 
홍제한양,1993,22.05~24.05,신규,19,3,2022,"60,000",84.77,10,82,0,,,11410,홍제동, 
청구1차,1994,22.04~24.04,신규,22,3,2022,"7,000",84.78,3,453,130,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.04~24.04,신규,5,3,2022,"15,000",59.99,10,474,160,,,11410,홍제동, 
홍제한양,1993,22.03~24.03,갱신,30,3,2022,"28,000",60.06,5,82,0,"28,000",,11410,홍제동,사용
천연뜨란채,2006,22.05~24.05,신규,9,3,2022,"54,000",57.78,8,145,0,,,11410,천연동, 
홍제역해링턴플레이스,2024,, ,5,3,2022,"65,000",84.95,1,474,0,,,11410,홍제동, 
DMC래미안클라시스,2000,22.06~24.06,신규,19,3,2022,"45,000",59.93,2,377,0,,,11410,남가좌동, 
DMC파크뷰자이1단지,2015,22.03~24.03,갱신,16,3,2022,"10,500",59.981,14,385,136,"10,000",130,11410,남가좌동,사용
한솔,2002,22.04~24.04,신규,21,3,2022,"10,000",75.23,5,7-2,0,,,11410,북가좌동, 
힐스테이트신촌,2020,22.05~24.05,신규,30,3,2022,"35,000",84.6043,13,1017,180,,,11410,북아현동, 
e편한세상신촌2단지,2018,22.04~24.04,신규,18,3,2022,"5,000",59.85,5,1013,235,,,11410,북아현동, 
세한숲속마을,2002,22.05~24.05,갱신,9,3,2022,"28,350",83.91,1,산11-244,0,"27,000",,11410,홍은동,사용
풍림2,1990,22.04~24.04,갱신,20,3,2022,"28,350",58.5,5,453-2,0,"27,000",,11410,홍은동,사용
돈의문센트레빌,2011,22.03~24.03,갱신,12,3,2022,"21,000",59.98,1,261,89,"20,000",85,11410,냉천동,사용
유원,1987,22.04~24.04,신규,19,3,2022,"40,000",84.6,11,22,0,,,11410,홍은동, 
돈의문센트레빌,2011,22.04~24.04,신규,9,3,2022,"60,000",84.99,4,261,90,,,11410,냉천동, 
신촌푸르지오,2015,22.03~23.11,갱신,19,3,2022,"60,900",59.8802,12,1011,0,"58,000",,11410,북아현동,사용
홍제역해링턴플레이스,2024,22.04~24.04,신규,6,3,2022,"53,000",48.21,20,474,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.04~24.04,신규,31,3,2022,"10,000",59.99,9,474,180,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.05~24.05,신규,19,3,2022,"52,000",48.21,18,474,0,,,11410,홍제동, 
선명(101동),2005,22.04~24.04,신규,31,3,2022,"10,000",66.77,4,703-32,100,,,11410,연희동, 
북한산두산위브,2020,22.04~24.04,신규,13,3,2022,"55,000",84.98,7,467,0,,,11410,홍은동, 
e편한세상신촌2단지,2018,22.04~24.04,신규,25,3,2022,"7,180",84.98,20,1013,210,,,11410,북아현동, 
북한산삼부르네상스(21.9.17),2021,22.04~24.04,신규,19,3,2022,"50,000",84.42,7,8-230,0,,,11410,홍은동, 
홍제한양,1993,22.03~24.03,갱신,15,3,2022,"30,288",60.06,15,82,0,"27,000",5,11410,홍제동, 
신촌럭키,1999,22.04~24.04,신규,7,3,2022,"20,000",59.7,14,144,80,,,11410,대현동, 
래미안루센티아,2020,22.03~24.03,갱신,5,3,2022,"51,450",59.98,16,390,0,"49,000",,11410,남가좌동,사용
홍제한양,1993,22.04~24.04,신규,18,3,2022,"40,000",84.77,12,82,50,,,11410,홍제동, 
독립문극동(200-0),1998,22.04~24.04,신규,1,3,2022,"10,000",84.87,19,200,200,,,11410,현저동, 
홍제한양,1993,22.05~24.05,신규,30,3,2022,"48,000",84.77,10,82,0,,,11410,홍제동, 
신촌럭키,1999,22.04~24.04,신규,30,3,2022,"50,000",83.38,13,144,0,,,11410,대현동, 
남가좌동현대,1999,22.05~24.05,신규,19,3,2022,"31,000",59.4,9,376,0,,,11410,남가좌동, 
연희자이엘라,2014,22.04~23.04,신규,31,3,2022,"3,000",13.642,6,745,55,,,11410,연희동, 
경남102동,2008,22.05~24.05,신규,18,3,2022,"5,000",101.47,3,1010,140,,,11410,북아현동, 
신촌럭키,1999,22.04~24.04, ,26,3,2022,"36,700",59.7,12,144,0,,,11410,대현동, 
홍제역해링턴플레이스,2024,22.04~24.04,신규,13,3,2022,"68,500",84.95,4,474,0,,,11410,홍제동, 
한솔,2002,22.03~24.03,신규,31,3,2022,"27,000",78.32,6,7-2,0,,,11410,북가좌동, 
홍제원현대(459-0),2000,22.04~24.04,신규,12,3,2022,"50,000",59.93,15,459,0,,,11410,홍제동, 
홍은센트레빌,2009,, ,15,3,2022,"5,399",30.38,1,461,10,,,11410,홍은동, 
신촌럭키,1999,22.05~24.05,신규,18,3,2022,"38,588",59.7,13,144,0,,,11410,대현동, 
홍제현대,1992,22.04~24.04,신규,28,3,2022,"55,000",83.05,14,331,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,22.04~24.04,신규,5,3,2022,"68,000",84.94,17,481,0,,,11410,북가좌동, 
남가좌동현대,1999,22.05~24.05,신규,9,3,2022,"50,000",59.4,2,376,0,,,11410,남가좌동, 
백련미라보,1992,22.04~24.04,신규,11,3,2022,"7,000",59.27,2,345-4,70,,,11410,남가좌동, 
극동,1995,22.05~24.05,신규,4,3,2022,"32,000",84.92,5,454,0,,,11410,홍은동, 
남가좌동현대,1999,22.03~24.03,신규,31,3,2022,"58,000",73.65,17,376,0,,,11410,남가좌동, 
연희자이엘라,2014,22.04~23.04,신규,15,3,2022,"1,000",13.642,3,745,63,,,11410,연희동, 
DMC파크뷰자이1단지,2015,22.04~24.04,신규,1,3,2022,"60,000",84.974,20,385,75,,,11410,남가좌동, 
북한산삼부르네상스(21.9.17),2021,22.04~24.04,신규,8,3,2022,"3,000",84.15,5,8-230,200,,,11410,홍은동, 
북한산삼부르네상스(21.10.08),2021,22.04~24.04,신규,3,3,2022,"3,000",84.15,2,8-285,180,,,11410,홍은동, 
장성미모아,2006,22.03~23.11,신규,29,3,2022,"2,000",81.99,3,274-60,100,,,11410,홍은동, 
충정리시온,2004,22.04~24.04,신규,28,3,2022,"15,000",45.89,18,465,75,,,11410,충정로3가, 
e편한세상신촌2단지,2018,22.04~24.04,신규,25,3,2022,"7,180",84.98,20,1013,210,,,11410,북아현동, 
홍제역해링턴플레이스,2024,22.05~24.05, ,24,3,2022,"50,000",84.99,7,474,30,,,11410,홍제동, 
연희자이엘라,2014,22.03~22.06,신규,28,3,2022,100,13.642,8,745,70,,,11410,연희동, 
신촌럭키,1999,22.04~24.04,신규,29,3,2022,"42,000",59.7,2,144,0,,,11410,대현동, 
홍제역해링턴플레이스,2024,22.04~24.04,신규,26,3,2022,"60,000",59.99,2,474,0,,,11410,홍제동, 
홍제역해링턴플레이스,2024,22.05~24.05,신규,27,3,2022,"10,000",59.99,5,474,170,,,11410,홍제동, 
충정리시온,2004,22.04~24.04,신규,30,3,2022,"1,000",38.7,6,465,100,,,11410,충정로3가, 
래미안루센티아,2020,22.04~24.04,갱신,23,3,2022,"60,900",84.83,3,390,0,"58,000",,11410,남가좌동,사용
태영으뜸(데시앙),1998,,갱신,12,3,2022,"39,000",64.18,16,373,0,"22,000",,11410,홍제동, 
홍제삼성래미안,2001,, ,1,3,2022,"10,000",114.75,4,461,200,,,11410,홍제동, 
우민B,2001,22.03~24.03,갱신,31,3,2022,"40,000",84.42,4,1-49,0,"40,000",,11410,북아현동,사용
충림예하임,2010,22.05~24.05,신규,19,3,2022,"59,000",84.6,5,477,0,,,11410,충정로3가, 
