aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
DMC래미안e편한세상,2012,, ,4,1,2020,"57,000",84.95,10,481,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,7,1,2020,"2,000",59.84,11,467,100,,,11410,홍은동, 
신촌럭키,1999,, ,18,1,2020,"44,000",83.38,2,144,0,,,11410,대현동, 
독립문극동(200-0),1998,, ,3,1,2020,"43,000",59.58,13,200,0,,,11410,현저동, 
DMC에코자이,2019,, ,1,1,2020,"44,000",59.79,11,389,0,,,11410,남가좌동, 
홍제원현대(459-0),2000,, ,4,1,2020,"45,000",84.9,12,459,0,,,11410,홍제동, 
북한산두산위브,2020,, ,5,1,2020,"35,000",59.54,13,467,0,,,11410,홍은동, 
DMC두산위브,2007,, ,11,1,2020,"42,000",84.9923,8,459,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,9,1,2020,"42,000",84.98,9,467,0,,,11410,홍은동, 
대림,1993,, ,2,1,2020,"37,000",84.74,9,700,0,,,11410,연희동, 
DMC파크뷰자이2단지,2015,, ,10,1,2020,"55,000",84.968,18,385,0,,,11410,남가좌동, 
디엠씨엘가,2017,, ,29,1,2020,"1,000",17.23,12,387,75,,,11410,남가좌동, 
신촌럭키,1999,, ,31,1,2020,"15,000",59.7,15,144,60,,,11410,대현동, 
DMC래미안e편한세상,2012,, ,8,1,2020,"20,000",84.92,18,481,110,,,11410,북가좌동, 
DMC두산위브,2007,, ,29,1,2020,"41,000",84.9631,4,459,0,,,11410,북가좌동, 
연희자이엘라,2014,, ,28,1,2020,"1,000",13.642,4,745,65,,,11410,연희동, 
금호어울림,2016,20.03~22.03,신규,18,1,2020,"20,000",84.759,8,471,70,,,11410,홍제동, 
동아빌라(188-72),1992,, ,31,1,2020,"37,500",164.92,1,188-72,0,,,11410,홍은동, 
DMC에코자이,2019,, ,7,1,2020,"3,412",43.32,8,389,19,,,11410,남가좌동, 
일진아이윌,2005,, ,28,1,2020,"39,000",84.794,2,218-16,0,,,11410,연희동, 
e편한세상신촌2단지,2018,, ,11,1,2020,"2,000",84.98,5,1013,65,,,11410,북아현동, 
남양,1999,, ,12,1,2020,"27,000",59.94,13,457,0,,,11410,홍제동, 
독립문삼호,1995,, ,10,1,2020,"42,000",75.66,5,100,0,,,11410,영천동, 
두산,1999,, ,23,1,2020,"39,000",59.96,8,1009,0,,,11410,북아현동, 
홍제한양,1993,, ,4,1,2020,"29,000",60.06,9,82,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,11,1,2020,"47,000",59.97,1,481,0,,,11410,북가좌동, 
북한산더샵,2017,, ,18,1,2020,"47,000",59.899,5,464,0,,,11410,홍은동, 
e편한세상신촌1단지,2018,, ,5,1,2020,"60,000",59.85,12,1013,0,,,11410,북아현동, 
인왕산현대,2000,, ,11,1,2020,"33,000",59.93,14,460,0,,,11410,홍제동, 
충정리시온,2004,, ,18,1,2020,"10,000",33.32,17,465,50,,,11410,충정로3가, 
e편한세상신촌1단지,2018,, ,5,1,2020,"60,000",59.85,12,1013,0,,,11410,북아현동, 
신촌럭키,1999,, ,10,1,2020,"20,000",83.38,10,144,90,,,11410,대현동, 
신촌푸르지오,2015,, ,18,1,2020,"25,000",59.88,2,1011,75,,,11410,북아현동, 
DMC파크뷰자이4단지,2015,, ,30,1,2020,"53,000",84.968,4,385,0,,,11410,남가좌동, 
신촌푸르지오,2015,, ,14,1,2020,"50,000",109.09,14,1011,0,,,11410,북아현동, 
홍제한양,1993,, ,14,1,2020,"3,000",84.77,13,82,120,,,11410,홍제동, 
신촌럭키,1999,, ,2,1,2020,"45,000",83.38,12,144,0,,,11410,대현동, 
북한산두산위브,2020,, ,15,1,2020,"43,000",84.98,12,467,0,,,11410,홍은동, 
북한산두산위브,2020,, ,18,1,2020,"31,000",59.96,8,467,0,,,11410,홍은동, 
홍제삼성래미안,2001,20.03~22.03,신규,23,1,2020,"44,500",84.33,11,461,0,,,11410,홍제동, 
두산,1997,, ,19,1,2020,"35,000",84.84,9,456,0,,,11410,홍은동, 
남가좌동현대,1999,20.03~22.03,신규,22,1,2020,"37,000",84.9,15,376,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,13,1,2020,"3,412",43.32,3,389,19,,,11410,남가좌동, 
e편한세상신촌2단지,2018,, ,18,1,2020,"75,000",84.98,7,1013,0,,,11410,북아현동, 
홍제한양,1993,, ,20,1,2020,"28,000",60.06,6,82,3,,,11410,홍제동, 
연대JK,2012,, ,3,1,2020,"2,000",22.11,6,518,80,,,11410,창천동, 
DMC아이파크,2009,, ,4,1,2020,"40,000",59.96,11,458,0,,,11410,북가좌동, 
DMC에코자이,2019,, ,15,1,2020,"58,000",84.97,2,389,0,,,11410,남가좌동, 
북한산두산위브,2020,, ,15,1,2020,"39,000",84.98,11,467,0,,,11410,홍은동, 
천연뜨란채,2006,20.02~22.02,신규,3,1,2020,"13,000",30.17,2,145,40,,,11410,천연동, 
DMC센트럴아이파크,2018,, ,19,1,2020,"52,000",84.97,4,388,0,,,11410,남가좌동, 
돈의문센트레빌,2011,, ,18,1,2020,"48,000",59.98,2,261,0,,,11410,냉천동, 
신촌푸르지오,2015,, ,10,1,2020,"66,000",84.9892,10,1011,0,,,11410,북아현동, 
천연뜨란채,2006,, ,10,1,2020,"37,000",56.08,15,145,0,,,11410,천연동, 
e편한세상신촌3단지,2018,, ,11,1,2020,"60,000",59.97,4,1013,0,,,11410,북아현동, 
연희웨스트팰리스,2014,, ,23,1,2020,"2,000",13.12,2,746,60,,,11410,연희동, 
문화촌현대,2002,, ,15,1,2020,"21,000",84.99,20,463,45,,,11410,홍제동, 
미동,1969,, ,17,1,2020,"11,000",55.57,2,189-8,0,,,11410,충정로3가, 
DMC에코자이,2019,, ,2,1,2020,"3,412",43.32,2,389,19,,,11410,남가좌동, 
DMC래미안e편한세상,2012,, ,29,1,2020,"67,000",120.93,5,481,0,,,11410,북가좌동, 
천연뜨란채,2006,, ,28,1,2020,"39,900",57.78,7,145,0,,,11410,천연동, 
DMC파크뷰자이2단지,2015,, ,19,1,2020,"56,000",84.909,27,385,0,,,11410,남가좌동, 
이대경우타운,2018,, ,18,1,2020,"18,000",15.32,10,90-20,0,,,11410,대현동, 
남가좌동현대,1999,, ,18,1,2020,"32,000",59.4,3,376,0,,,11410,남가좌동, 
서강2차(2동),1989,, ,15,1,2020,"26,000",93.91,10,186-25,0,,,11410,홍은동, 
신촌자이엘라,2014,, ,31,1,2020,"1,000",24.7,17,104-36,100,,,11410,대현동, 
독립문극동(200-0),1998,, ,25,1,2020,"15,000",84.87,20,200,110,,,11410,현저동, 
남가좌동현대,1999,, ,11,1,2020,"41,000",84.78,14,376,0,,,11410,남가좌동, 
북한산더샵,2017,, ,15,1,2020,"51,000",84.832,9,464,0,,,11410,홍은동, 
래미안루센티아,2020,, ,28,1,2020,"59,000",84.83,12,390,0,,,11410,남가좌동, 
DMC래미안클라시스,2000,, ,9,1,2020,"34,000",59.59,10,377,0,,,11410,남가좌동, 
연희웨스트팰리스,2014,, ,19,1,2020,"1,000",13.12,7,746,60,,,11410,연희동, 
송도그린빌C동,2003,, ,31,1,2020,"2,000",44.04,4,322-95,40,,,11410,홍제동, 
DMC에코자이,2019,, ,30,1,2020,"58,000",84.97,12,389,0,,,11410,남가좌동, 
북한산두산위브,2020,, ,31,1,2020,"38,000",84.98,18,467,0,,,11410,홍은동, 
독립문극동(200-0),1998,, ,11,1,2020,"5,000",84.87,15,200,140,,,11410,현저동, 
인왕산현대,2000,, ,20,1,2020,"5,000",59.93,3,460,100,,,11410,홍제동, 
서대문노블루체,2018,, ,22,1,2020,"23,000",29.07,9,274-32,0,,,11410,홍은동, 
북한산두산위브,2020,, ,11,1,2020,"41,000",84.98,4,467,0,,,11410,홍은동, 
"현대(1,2차)",1988,, ,31,1,2020,"35,000",74.52,10,202-5,0,,,11410,홍은동, 
"현대(1,2차)",1988,, ,7,1,2020,"20,000",84.77,6,202-5,50,,,11410,홍은동, 
DMC에코자이,2019,, ,10,1,2020,"59,500",84.823,18,389,0,,,11410,남가좌동, 
홍제한양,1993,, ,31,1,2020,"35,000",60.06,2,82,0,,,11410,홍제동, 
e편한세상신촌4단지,2018,, ,31,1,2020,"72,000",84.82,27,1013,0,,,11410,북아현동, 
홍제삼성래미안,2001,, ,31,1,2020,"29,500",60,1,461,0,,,11410,홍제동, 
e편한세상신촌3단지,2018,, ,4,1,2020,"30,000",59.85,10,1013,100,,,11410,북아현동, 
홍은동풍림아이원,2002,, ,13,1,2020,"34,000",84.918,10,460,0,,,11410,홍은동, 
북한산더샵,2017,, ,30,1,2020,"20,000",59.899,15,464,83,,,11410,홍은동, 
서소문,1971,20.01~22.01,신규,30,1,2020,"9,000",48.86,5,215,0,,,11410,미근동, 
북한산더샵,2017,, ,6,1,2020,"54,000",84.832,8,464,0,,,11410,홍은동, 
DMC에코자이,2019,, ,3,1,2020,"25,000",59.442,10,389,70,,,11410,남가좌동, 
북한산두산위브,2020,, ,30,1,2020,"21,000",59.84,9,467,40,,,11410,홍은동, 
두산,1999,, ,2,1,2020,"36,000",59.96,5,1009,0,,,11410,북아현동, 
풍림2,1990,, ,30,1,2020,"28,000",58.5,6,453-2,0,,,11410,홍은동, 
서소문,1971,, ,23,1,2020,"12,000",39.67,6,215,0,,,11410,미근동, 
DMC에코자이,2019,, ,16,1,2020,"44,000",59.656,18,389,0,,,11410,남가좌동, 
신촌푸르지오,2015,, ,30,1,2020,"50,000",84.9953,12,1011,45,,,11410,북아현동, 
천연뜨란채,2006,, ,11,1,2020,"15,000",56.02,10,145,65,,,11410,천연동, 
북한산더샵,2017,, ,30,1,2020,"53,000",84.956,16,464,0,,,11410,홍은동, 
북한산두산위브,2020,, ,18,1,2020,"42,000",84.98,10,467,0,,,11410,홍은동, 
신촌푸르지오,2015,, ,17,1,2020,"57,000",59.9973,5,1011,0,,,11410,북아현동, 
신촌럭키,1999,, ,20,1,2020,"38,000",83.38,2,144,24,,,11410,대현동, 
DMC래미안e편한세상,2012,, ,28,1,2020,"54,000",84.94,11,481,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,29,1,2020,"33,000",59.89,1,467,0,,,11410,홍은동, 
돈의문센트레빌,2011,, ,29,1,2020,"48,000",59.98,8,261,0,,,11410,냉천동, 
천연뜨란채,2006,, ,29,1,2020,"37,000",57.78,12,145,0,,,11410,천연동, 
DMC파크뷰자이1단지,2015,, ,29,1,2020,"60,000",84.98,20,385,0,,,11410,남가좌동, 
홍제원현대(459-0),2000,, ,22,1,2020,"46,000",84.9,7,459,0,,,11410,홍제동, 
DMC이랜드해가든,2007,, ,29,1,2020,"42,000",84.91,15,460,0,,,11410,북가좌동, 
DMC파크뷰자이2단지,2015,, ,17,1,2020,"60,000",84.968,20,385,0,,,11410,남가좌동, 
동부센트레빌,2002,, ,29,1,2020,"50,000",84.93,3,260,0,,,11410,냉천동, 
신촌푸르지오,2015,, ,16,1,2020,"65,000",84.9892,14,1011,0,,,11410,북아현동, 
독립문삼호,1995,, ,28,1,2020,"53,000",108.63,1,100,0,,,11410,영천동, 
DMC파크뷰자이2단지,2015,, ,3,1,2020,"60,000",84.99,23,385,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,28,1,2020,"4,500",59.65,16,389,0,,,11410,남가좌동, 
남가좌동현대,1999,, ,18,1,2020,"31,000",59.4,14,376,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,2,1,2020,"4,870",43.32,8,389,8,,,11410,남가좌동, 
북한산두산위브,2020,, ,11,1,2020,"30,000",59.93,2,467,0,,,11410,홍은동, 
문화촌현대,2002,, ,19,1,2020,"35,000",84.99,15,463,0,,,11410,홍제동, 
DMC파크뷰자이1단지,2015,, ,28,1,2020,"95,000",152.146,26,385,0,,,11410,남가좌동, 
DMC파크뷰자이1단지,2015,, ,18,1,2020,"62,000",84.971,23,385,0,,,11410,남가좌동, 
천연뜨란채,2006,, ,10,1,2020,"39,000",55.82,3,145,0,,,11410,천연동, 
홍제원현대(459-0),2000,, ,4,1,2020,"25,000",84.9,4,459,60,,,11410,홍제동, 
독립문극동(201-0),1998,, ,23,1,2020,812,27,11,201,12,,,11410,현저동, 
독립문극동(200-0),1998,, ,17,1,2020,"5,000",59.58,17,200,120,,,11410,현저동, 
연희자이엘라,2014,, ,23,1,2020,"15,000",13.642,12,745,10,,,11410,연희동, 
DMC래미안e편한세상,2012,, ,22,1,2020,"52,000",84.92,3,481,0,,,11410,북가좌동, 
DMC아이파크,2009,, ,23,1,2020,"48,000",84.92,13,458,0,,,11410,북가좌동, 
신촌자이엘라,2014,, ,21,1,2020,"5,000",23.36,18,104-36,68,,,11410,대현동, 
북한산두산위브,2020,, ,23,1,2020,"39,000",84.98,13,467,0,,,11410,홍은동, 
북한산더샵,2017,, ,17,1,2020,"50,000",84.956,13,464,0,,,11410,홍은동, 
DMC에코자이,2019,, ,3,1,2020,"3,412",43.32,12,389,19,,,11410,남가좌동, 
안산맨숀,1972,, ,11,1,2020,"12,000",72.73,4,104-20,0,,,11410,홍제동, 
래미안루센티아,2020,, ,22,1,2020,"47,000",59.98,13,390,0,,,11410,남가좌동, 
홍은동벽산,1997,, ,17,1,2020,"35,500",114.96,1,455,0,,,11410,홍은동, 
홍은동벽산,1997,, ,14,1,2020,"34,000",84.78,5,455,0,,,11410,홍은동, 
북한산더샵,2017,20.04~22.04,신규,20,1,2020,"47,000",59.899,11,464,0,,,11410,홍은동, 
극동,1995,, ,21,1,2020,"25,000",84.92,5,454,0,,,11410,홍은동, 
북아현맨션,1975,, ,18,1,2020,"15,000",84.95,3,114-1,0,,,11410,북아현동, 
북한산두산위브,2020,, ,21,1,2020,"34,000",59.64,3,467,0,,,11410,홍은동, 
청구2차,1997,, ,20,1,2020,"38,000",84.81,1,453-1,0,,,11410,홍제동, 
북한산두산위브,2020,, ,21,1,2020,"34,000",59.64,3,467,0,,,11410,홍은동, 
대우푸르지오,2002,, ,20,1,2020,"57,000",114.705,7,739,0,,,11410,연희동, 
극동,1995,, ,18,1,2020,"24,000",84.92,10,454,0,,,11410,홍은동, 
돈의문센트레빌,2011,, ,15,1,2020,"61,000",84.99,13,261,0,,,11410,냉천동, 
세한숲속마을,2002,, ,18,1,2020,"28,000",83.9,8,산11-244,0,,,11410,홍은동, 
래미안루센티아,2020,, ,6,1,2020,"40,000",84.83,20,390,70,,,11410,남가좌동, 
신촌푸르지오,2015,, ,18,1,2020,"55,000",59.9973,6,1011,0,,,11410,북아현동, 
서울맨션,1972,, ,20,1,2020,"16,000",45.32,2,315-7,0,,,11410,홍제동, 
문화촌현대,2002,, ,18,1,2020,"27,000",59.94,15,463,0,,,11410,홍제동, 
"현대(1,2차)",1988,, ,17,1,2020,"24,500",59.97,3,202-5,0,,,11410,홍은동, 
북한산더샵,2017,, ,13,1,2020,"50,000",84.832,1,464,0,,,11410,홍은동, 
신촌푸르지오,2015,, ,18,1,2020,"7,000",84.9892,17,1011,151,,,11410,북아현동, 
교수(A),2006,, ,18,1,2020,"18,000",100.44,6,277-145,0,,,11410,홍은동, 
DMC파크뷰자이2단지,2015,, ,20,1,2020,"56,000",84.968,9,385,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,20,1,2020,"50,000",59.656,22,389,0,,,11410,남가좌동, 
독립문파크빌,2000,, ,4,1,2020,"28,000",59.4,1,1019,0,,,11410,현저동, 
천연뜨란채,2006,, ,14,1,2020,"27,000",30.17,4,145,0,,,11410,천연동, 
e편한세상신촌4단지,2018,, ,13,1,2020,"27,000",84.89,29,1013,0,,,11410,북아현동, 
두산,1999,20.03~22.03,신규,17,1,2020,"37,000",59.96,11,1009,0,,,11410,북아현동, 
두산,1997,, ,19,1,2020,"22,000",84.84,12,456,0,,,11410,홍은동, 
DMC래미안클라시스,2000,, ,19,1,2020,"33,000",59.59,19,377,0,,,11410,남가좌동, 
청구1차,1994,, ,19,1,2020,"37,000",84.78,5,453,0,,,11410,홍제동, 
DMC파크뷰자이2단지,2015,, ,18,1,2020,"50,000",84.968,4,385,20,,,11410,남가좌동, 
신촌럭키,1999,, ,18,1,2020,"44,000",83.38,6,144,0,,,11410,대현동, 
홍제한양,1993,, ,17,1,2020,"29,000",60.06,15,82,0,,,11410,홍제동, 
디엠씨엘가,2017,, ,17,1,2020,"14,000",13.03,10,387,0,,,11410,남가좌동, 
3RU-City,2013,, ,17,1,2020,"14,000",25.06,6,510-2,20,,,11410,창천동, 
DMC파크뷰자이1단지,2015,, ,17,1,2020,"52,500",84.971,10,385,0,,,11410,남가좌동, 
신일해피트리,2005,, ,4,1,2020,"40,000",84.98,7,455,0,,,11410,북가좌동, 
독립문극동(200-0),1998,, ,6,1,2020,"43,000",59.58,11,200,0,,,11410,현저동, 
마체스터,2008,, ,17,1,2020,"40,000",140.51,2,283-36,20,,,11410,홍제동, 
홍제원현대(459-0),2000,, ,16,1,2020,"10,000",59.93,11,459,70,,,11410,홍제동, 
남가좌동현대,1999,, ,3,1,2020,"5,000",114.9,1,376,130,,,11410,남가좌동, 
DMC파크뷰자이2단지,2015,, ,16,1,2020,"57,000",84.909,2,385,0,,,11410,남가좌동, 
진흥,2002,, ,14,1,2020,"28,000",54.19,4,459,0,,,11410,홍은동, 
진흥,2002,, ,8,1,2020,"28,000",54.19,4,459,0,,,11410,홍은동, 
북한산두산위브,2020,, ,16,1,2020,"42,000",84.98,14,467,0,,,11410,홍은동, 
홍제한양,1993,, ,16,1,2020,"3,000",60.06,3,82,85,,,11410,홍제동, 
신촌푸르지오,2015,, ,16,1,2020,"70,000",84.9892,10,1011,0,,,11410,북아현동, 
북한산더샵,2017,, ,16,1,2020,"53,000",84.832,18,464,0,,,11410,홍은동, 
DMC래미안e편한세상,2012,, ,16,1,2020,"6,022",39.96,10,481,0,,,11410,북가좌동, 
래미안루센티아,2020,, ,10,1,2020,"59,000",84.83,17,390,0,,,11410,남가좌동, 
서울맨션,1972,, ,11,1,2020,"16,000",48.69,5,315-7,0,,,11410,홍제동, 
DMC래미안e편한세상,2012,, ,15,1,2020,"49,000",59.97,7,481,0,,,11410,북가좌동, 
독립문극동(200-0),1998,, ,15,1,2020,"42,000",59.58,18,200,0,,,11410,현저동, 
천연뜨란채,2006,, ,15,1,2020,"37,000",56.02,5,145,0,,,11410,천연동, 
독립문삼호,1995,, ,12,1,2020,"43,000",75.66,18,100,0,,,11410,영천동, 
"현대(1,2차)",1988,, ,7,1,2020,"39,500",84.77,6,202-5,0,,,11410,홍은동, 
우공팰리스,2007,, ,15,1,2020,"35,000",84.97,2,384-1,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,15,1,2020,"38,000",84.98,12,467,0,,,11410,홍은동, 
하우스205,2019,, ,9,1,2020,"34,000",58.18,5,205-1,0,,,11410,홍은동, 
독립문극동(200-0),1998,20.02~22.06,신규,11,1,2020,"10,000",59.58,17,200,100,,,11410,현저동, 
풍림2,1990,, ,14,1,2020,"5,000",58.5,3,453-2,0,,,11410,홍은동, 
e편한세상신촌1단지,2018,20.02~22.02,신규,10,1,2020,"57,000",59.97,2,1013,0,,,11410,북아현동, 
우리유앤미,2008,, ,13,1,2020,"47,000",84.73,2,466,0,,,11410,충정로3가, 
DMC래미안e편한세상,2012,, ,11,1,2020,"90,000",153.25,4,481,0,,,11410,북가좌동, 
북가좌삼호,1996,, ,12,1,2020,"37,000",84.57,9,449,0,,,11410,북가좌동, 
신촌푸르지오,2015,, ,11,1,2020,"40,000",84.9559,15,1011,80,,,11410,북아현동, 
대우푸르지오,2002,, ,2,1,2020,"5,000",59.584,7,739,90,,,11410,연희동, 
DMC래미안e편한세상,2012,, ,10,1,2020,"45,000",59.97,2,481,0,,,11410,북가좌동, 
임광,1999,20.01~22.01,갱신,11,1,2020,"34,000",59.96,10,738,0,"27,000",35,11410,연희동, 
하우스205,2019,, ,9,1,2020,"34,000",58.18,5,205-1,0,,,11410,홍은동, 
북한산두산위브,2020,, ,12,1,2020,"30,000",59.85,2,467,0,,,11410,홍은동, 
DMC에코자이,2019,, ,11,1,2020,"50,000",72.96,16,389,0,,,11410,남가좌동, 
북한산더샵,2017,, ,13,1,2020,"50,000",84.832,1,464,0,,,11410,홍은동, 
DMC파크뷰자이4단지,2015,, ,13,1,2020,"44,500",59.981,6,385,0,,,11410,남가좌동, 
래미안남가좌2차,2005,, ,11,1,2020,"51,000",84.806,4,379,0,,,11410,남가좌동, 
"현대(1,2차)",1988,, ,13,1,2020,"33,000",84.77,10,202-5,0,,,11410,홍은동, 
신촌푸르지오,2015,, ,11,1,2020,"40,000",84.9892,14,1011,100,,,11410,북아현동, 
북한산두산위브,2020,, ,11,1,2020,"32,800",59.89,5,467,0,,,11410,홍은동, 
홍제한양,1993,, ,11,1,2020,"37,000",84.77,6,82,0,,,11410,홍제동, 
홍은동벽산,1997,, ,6,1,2020,"25,000",58.64,3,455,0,,,11410,홍은동, 
홍은동벽산,1997,20.01~22.01,신규,9,1,2020,"17,000",58.64,15,455,30,,,11410,홍은동, 
성원,1998,, ,7,1,2020,"20,000",41.5,9,456,0,,,11410,홍제동, 
돈의문센트레빌,2011,, ,6,1,2020,"50,000",84.99,4,261,50,,,11410,냉천동, 
DMC파크뷰자이1단지,2015,, ,10,1,2020,"70,000",120.006,24,385,0,,,11410,남가좌동, 
북한산두산위브,2020,, ,10,1,2020,"32,500",59.93,12,467,0,,,11410,홍은동, 
행복한,2006,, ,8,1,2020,"18,000",32.01,4,3-46,0,,,11410,충정로3가, 
글로리,2001,, ,8,1,2020,"30,000",94.33,6,32-10,0,,,11410,충정로3가, 
DMC파크뷰자이1단지,2015,, ,4,1,2020,"54,000",84.971,25,385,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,7,1,2020,"3,412",43.32,10,389,19,,,11410,남가좌동, 
북한산더샵,2017,, ,9,1,2020,"53,000",84.956,5,464,0,,,11410,홍은동, 
DMC센트레빌,2009,, ,9,1,2020,"5,000",84.87,5,381,150,,,11410,남가좌동, 
DMC에코자이,2019,, ,9,1,2020,"50,000",84.978,8,389,0,,,11410,남가좌동, 
두산,1999,, ,8,1,2020,"31,500",59.96,18,1009,0,,,11410,북아현동, 
북한산두산위브,2020,, ,8,1,2020,"40,000",84.98,8,467,0,,,11410,홍은동, 
DMC에코자이,2019,, ,7,1,2020,"3,412",43.32,7,389,19,,,11410,남가좌동, 
성원,2001,, ,8,1,2020,"30,500",59.61,3,740,0,,,11410,연희동, 
신촌푸르지오,2015,, ,8,1,2020,"68,000",84.9559,2,1011,0,,,11410,북아현동, 
신촌푸르지오,2015,, ,4,1,2020,"64,000",84.9953,6,1011,0,,,11410,북아현동, 
진흥,2002,, ,6,1,2020,"12,000",78.02,2,459,0,,,11410,홍은동, 
청구1차,1994,, ,8,1,2020,"32,000",84.78,14,453,25,,,11410,홍제동, 
북한산더샵,2017,, ,8,1,2020,"50,000",84.956,9,464,0,,,11410,홍은동, 
독립문극동(200-0),1998,, ,8,1,2020,"41,000",59.58,18,200,0,,,11410,현저동, 
신촌푸르지오,2015,, ,2,1,2020,"54,000",109.09,12,1011,0,,,11410,북아현동, 
홍은센트레빌,2009,, ,8,1,2020,"36,000",59.96,7,461,0,,,11410,홍은동, 
신촌푸르지오,2015,, ,1,1,2020,"85,000",109.09,14,1011,0,,,11410,북아현동, 
신촌푸르지오,2015,, ,7,1,2020,"50,000",84.9892,7,1011,60,,,11410,북아현동, 
문화촌현대,2002,, ,4,1,2020,"28,500",59.94,4,463,0,,,11410,홍제동, 
남가좌동현대,1999,, ,4,1,2020,"32,000",59.4,15,376,0,,,11410,남가좌동, 
DMC에코자이,2019,, ,3,1,2020,"20,000",84.97,17,389,0,,,11410,남가좌동, 
홍제비콘드림힐,2006,, ,4,1,2020,"35,000",84.946,2,468,0,,,11410,홍제동, 
두산,1999,, ,4,1,2020,"37,000",59.96,13,1009,0,,,11410,북아현동, 
청구1차,1994,, ,4,1,2020,"40,000",84.78,6,453,0,,,11410,홍제동, 
연대JK,2012,, ,3,1,2020,"15,000",24.09,3,518,0,,,11410,창천동, 
DMC이랜드해가든,2007,, ,3,1,2020,"41,000",84.91,15,460,0,,,11410,북가좌동, 
북한산두산위브,2020,, ,4,1,2020,"40,000",84.98,3,467,0,,,11410,홍은동, 
DMC에코자이,2019,, ,4,1,2020,"38,000",59.65,11,389,0,,,11410,남가좌동, 
디엠씨엘가,2017,, ,2,1,2020,"4,000",17.23,2,387,45,,,11410,남가좌동, 
연희궁,1972,, ,2,1,2020,"4,000",42.38,4,196-1,35,,,11410,연희동, 
홍은동벽산,1997,, ,2,1,2020,"1,000",84.78,6,455,30,,,11410,홍은동, 
홍제원현대(459-0),2000,, ,15,2,2020,"33,000",59.93,13,459,0,,,11410,홍제동, 
홍제한양,1993,, ,15,2,2020,"27,000",60.06,14,82,5,,,11410,홍제동, 
홍은동아더프라임,2014,, ,22,2,2020,"36,000",59.8736,6,439-1,15,,,11410,홍은동, 
더스타일하우스디센트럴,2020,, ,11,2,2020,"6,260",21.056,18,480,37,,,11410,충정로3가, 
더스타일하우스디센트럴,2020,, ,11,2,2020,"4,870",16.0626,20,480,29,,,11410,충정로3가, 
홍제한양,1993,, ,22,2,2020,"29,000",60.06,15,82,0,,,11410,홍제동, 
더스타일하우스디센트럴,2020,, ,12,2,2020,"5,310",17.6626,12,480,32,,,11410,충정로3가, 
홍제한양,1993,, ,22,2,2020,"29,000",60.06,15,82,0,,,11410,홍제동, 
북한산두산위브,2020,, ,15,2,2020,"41,000",84.98,6,467,0,,,11410,홍은동, 
DMC아이파크,2009,, ,14,2,2020,"50,000",114.94,13,458,0,,,11410,북가좌동, 
신촌럭키,1999,, ,25,2,2020,"39,000",83.38,1,144,0,,,11410,대현동, 
북가좌삼호,1996,, ,22,2,2020,"40,000",84.57,4,449,0,,,11410,북가좌동, 
신촌푸르지오,2015,, ,1,2,2020,"60,000",59.993,9,1011,0,,,11410,북아현동, 
천연뜨란채,2006,, ,14,2,2020,"5,000",55.85,11,145,105,,,11410,천연동, 
DMC파크뷰자이4단지,2015,, ,20,2,2020,"56,500",84.968,10,385,0,,,11410,남가좌동, 
행복한,2006,, ,29,2,2020,"1,700",39.91,3,3-46,0,,,11410,충정로3가, 
두산,1999,, ,22,2,2020,"39,000",59.96,13,1009,0,,,11410,북아현동, 
문화촌현대,2002,, ,23,2,2020,"29,000",59.94,3,463,0,,,11410,홍제동, 
