dealDate,deposit,monthlyRent,calcedRent,buildYear,contractTerm,contractType,excluUseAr,floor,houseType,jibun,mhouseNm,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
20230814,"3,000",45,0,1986,23.09~25.08, ,34.03,1,다세대,342-18,(342-18),,,11410,북가좌동, 
20230814,"16,000",0,0,1993,23.10~25.10,신규,61.62,3,다세대,369-3,삼성빌라(A동),,,11410,북가좌동, 
20230814,"12,700",10,0,2002,23.09~25.09,신규,31.32,4,다세대,317-2,충우(317-2),,,11410,북가좌동, 
20230814,"1,000",71,0,2020,23.08~24.08,신규,19.55,2,다세대,28-5,연희서가,,,11410,연희동, 
20230814,500,77,0,2011,23.09~24.09,신규,33.66,3,다세대,43-1,화이트빌,,,11410,연희동, 
20230814,"27,000",0,0,2018,23.09~25.09,갱신,34.22,7,다세대,382-9,더-아무르,"26,000",,11410,남가좌동,사용
20230814,"4,000",39,0,2011,, ,13.51,6,다세대,62-18,(62-18),,,11410,창천동, 
20230814,"4,580",23,0,2022,, ,25.52,4,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230814,"1,500",70,0,1992,23.09~25.09,갱신,58.66,3,다세대,5-45,다우빌라,"1,500",67,11410,북가좌동, 
20230815,"3,000",60,0,2015,23.08~24.08,갱신,18.98,9,다세대,90-58,(90-58),"3,000",58,11410,대현동, 
20230815,"1,000",65,0,2012,23.08~25.08,신규,10.9,6,다세대,335-35,휴팰리스,,,11410,북가좌동, 
20230815,"1,000",60,0,2003,23.08~25.08,신규,38.88,1,다세대,296-24,은혜빌라(296-24),,,11410,북가좌동, 
20230815,"10,000",0,0,2004,23.09~25.09,갱신,21.59,3,다세대,1-224,(1-224),"2,000",40,11410,북아현동,사용
20230815,"14,000",30,0,2016,23.09~25.09,신규,29.585,4,다세대,291-31,한신갤러리,,,11410,북가좌동, 
20230815,"12,000",0,0,2006,23.09~25.09,신규,32.98,3,다세대,376-4,드림빌(376-4),,,11410,북가좌동, 
20230816,"17,000",0,0,1985,23.08~25.08,신규,45.96,1,다세대,141-34,동진빌라,,,11410,연희동, 
20230816,"24,300",0,0,2019,23.08~25.08,갱신,53.65,5,다세대,339-9,태양아트빌,"25,300",,11410,남가좌동, 
20230816,"1,000",60,0,1986,23.08~25.08,신규,37.1,3,다세대,104-26,금성빌라비동,,,11410,남가좌동, 
20230816,"2,745",28,0,2022,, ,29.65,3,다세대,79-30,D&Dhouse,,,11410,연희동, 
20230816,"32,000",0,0,2019,23.09~25.09,신규,46.86,2,다세대,142-21,연희미다스파크,,,11410,연희동, 
20230816,"15,500",0,0,1996,23.10~25.10,신규,58.76,3,다세대,5-229,대화빌라,,,11410,남가좌동, 
20230816,500,45,0,2001,23.08~25.12,신규,19.16,5,다세대,1-26,한아름빌,,,11410,북아현동, 
20230816,"1,000",60,0,1986,23.08~25.08,신규,37.1,3,다세대,104-26,금성빌라비동,,,11410,남가좌동, 
20230816,"16,000",0,0,1994,23.10~25.10,신규,62.82,2,다세대,374-2,대동아트맨션,,,11410,북가좌동, 
20230816,"8,700",2,0,2010,23.09~25.09,신규,16.74,2,다세대,375,(375-0),,,11410,홍은동, 
20230817,"1,000",65,0,2002,23.08~24.08,신규,38.57,1,다세대,99-10,해피빌3차,,,11410,창천동, 
20230817,"10,000",90,0,2002,23.09~25.09,신규,76.56,1,다세대,87-15,연세빌리지,,,11410,연희동, 
20230817,"5,560",18,0,2022,, ,26.21,6,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230817,"14,200",0,0,2015,23.09~25.09,신규,26.4,5,다세대,47,엘앤씨타운,,,11410,충정로2가, 
20230817,"2,000",27,0,2012,, ,18.02,3,다세대,3-51,현대벨라지오,,,11410,북가좌동, 
20230817,"1,000",33,0,2022,23.08~25.10,신규,28.71,5,다세대,79-30,D&Dhouse,,,11410,연희동, 
20230817,"1,000",200,0,2021,23.08~24.08,신규,29.95,2,다세대,386,센텀시티,,,11410,창천동, 
20230817,"19,000",0,0,2003,23.10~25.10,신규,61.84,4,다세대,326-28,대광빌라,,,11410,남가좌동, 
20230818,"26,000",0,0,2004,23.09~24.10,갱신,47.91,2,다세대,298,장성쉐르빌,"25,000",,11410,창천동, 
20230818,"5,000",50,0,2001,23.08~25.08,신규,51.85,1,다세대,158-3,호암쉐르빌,,,11410,연희동, 
20230818,"14,000",0,0,2018,23.08~25.08,갱신,27.45,2,다세대,10-209,홍은그랜드빌,"14,000",,11410,홍은동, 
20230818,"4,000",22,0,2012,, ,19.25,2,다세대,293-12,(293-12),,,11410,북가좌동, 
20230818,500,50,0,2002,23.08~25.08,신규,20.24,1,다세대,124-13,(124-13),,,11410,대신동, 
20230818,"25,000",0,0,2004,23.10~25.10,신규,69.45,2,다세대,320-4,정남아트빌,,,11410,북가좌동, 
20230818,"25,000",0,0,2004,23.10~25.10,신규,69.45,2,다세대,320-4,정남아트빌,,,11410,북가좌동, 
20230818,"3,000",60,0,2013,23.08~25.08,갱신,36.38,3,다세대,410-39,서림우,"3,000",55,11410,홍은동, 
20230818,"5,420",18,0,2022,, ,25.49,2,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230818,"1,000",120,0,2004,23.08~25.08,신규,41.76,3,다세대,46-2,장성빌,,,11410,연희동, 
20230818,"2,000",60,0,1986,23.09~25.09,신규,54.6,-1,다세대,5-113,(5-113),,,11410,북가좌동, 
20230818,"33,000",0,0,2016,23.10~25.10,신규,73.12,3,다세대,122-29,이지라이프빌,,,11410,홍제동, 
20230819,"5,000",170,0,2022,23.09~25.09,신규,59.41,5,다세대,300-19,호원캐슬,,,11410,북가좌동, 
20230819,"22,000",0,0,1995,22.03~24.03,갱신,78.82,2,연립,122-20,석천빌라A동,"22,000",,11410,홍제동, 
20230819,"10,000",0,0,2003,23.09~25.09,신규,48.9,1,다세대,278-25,태성하이츠빌,,,11410,북가좌동, 
20230819,"18,000",0,0,2002,23.11~25.10,신규,59.82,3,다세대,314-10,우주빌라,,,11410,북가좌동, 
20230819,"1,000",49,0,2011,23.08~25.08,신규,20.98,4,다세대,187-16,(187-16),,,11410,북아현동, 
20230819,"16,800",0,0,2014,23.09~25.09,갱신,37.66,5,다세대,266-44,이지라이프빌(A동),"19,000",,11410,홍제동, 
20230819,"24,500",0,0,2013,23.10~25.10,갱신,53.09,5,다세대,296-26,동진홈타운(296-26),"27,000",,11410,북가좌동,사용
20230819,"18,000",0,0,2002,23.11~25.10,신규,59.82,3,다세대,314-10,우주빌라,,,11410,북가좌동, 
20230819,"13,000",0,0,1993,23.09~25.09,신규,38.74,3,연립다세대,312-132,경일빌라B동,,,11410,홍제동, 
20230820,"27,000",0,0,2003,23.10~25.10,신규,81.45,1,다세대,339-33,신풍아트빌3차,,,11410,북가좌동, 
20230820,"2,000",75,0,2018,23.09~25.09,신규,29.37,5,다세대,412-20,해피리움(412-20),,,11410,홍은동, 
20230821,"16,000",0,0,1999,23.10~25.10,신규,57.96,3,다세대,5-247,명지빌라,,,11410,남가좌동, 
20230821,"3,000",68,0,2004,, ,59.08,3,다세대,349,(349-0),,,11410,창천동, 
20230821,"3,000",68,0,2004,,신규,59.08,3,다세대,349,(349-0),,,11410,창천동, 
20230821,"4,000",70,0,2006,23.09~25.09,신규,40.28,4,다세대,346-6,창안빌(346-6),,,11410,북가좌동, 
20230821,500,50,0,1981,23.08~25.08,신규,55.7,2,다세대,329-35,(329-35),,,11410,북가좌동, 
20230821,"22,000",0,0,2015,, ,39.54,4,다세대,319-17,블리스빌,,,11410,북가좌동, 
20230821,"19,000",0,0,2002,23.09~25.09,신규,47.08,3,다세대,501-14,삼성아트빌,,,11410,창천동, 
20230822,"3,000",32,0,2001,, ,33,3,다세대,456,연세타운하우스,,,11410,창천동, 
20230822,500,47,0,1997,23.08~24.08,신규,34.5,1,다세대,723-12,연희빌,,,11410,연희동, 
20230822,"22,000",15,0,2019,, ,29.46,3,다세대,327-12,주현주택,,,11410,북가좌동, 
20230822,"4,000",70,0,2016,23.08~25.08,신규,15.64,5,다세대,265-161,인산엘르빌A,,,11410,홍은동, 
20230822,500,58,0,2002,23.09~24.09,신규,29.44,4,다세대,395-12,화이트빌9,,,11410,홍은동, 
20230822,"12,500",0,0,2011,, ,16.49,1,다세대,132-83,(132-83),,,11410,연희동, 
20230822,500,63,0,2005,23.09~24.09,신규,27.99,2,다세대,394-5,화이트빌4,,,11410,홍은동, 
20230822,"3,000",76,0,2018,23.09~24.09,신규,17.27,13,다세대,90-66,(90-66),,,11410,대현동, 
20230822,"20,000",0,0,1995,23.09~25.09,신규,65.8,4,연립,446-119,원일빌라,,,11410,연희동, 
20230822,"20,000",27,0,2014,23.10~25.10,신규,45.6,2,다세대,325-32,카리스글로리아,,,11410,북가좌동, 
20230822,"1,000",60,0,2016,23.09~25.09,신규,29.89,4,다세대,331-29,LATOURVILA,,,11410,북가좌동, 
20230822,"22,000",15,0,2019,, ,29.46,3,다세대,327-12,주현주택,,,11410,북가좌동, 
20230822,"22,000",15,0,2019,23.09~25.09,신규,29.46,3,다세대,327-12,주현주택,,,11410,북가좌동, 
20230822,"22,000",0,0,1991,23.09~25.09,신규,58.28,-1,다세대,344-28,삼성연희궁빌라,,,11410,연희동, 
20230822,"4,000",22,0,2001,, ,25.5,2,다세대,456,연세타운하우스,,,11410,창천동, 
20230822,"12,500",0,0,2011,23.09~25.09,갱신,16.49,1,다세대,132-83,(132-83),"12,000",,11410,연희동, 
20230822,300,50,0,2002,23.08~24.08,신규,36.96,4,다세대,327-2,허브하우스,,,11410,남가좌동, 
20230822,"10,500",0,0,1991,23.10~25.10,신규,58.68,3,연립,8-35,"초원빌라(8-35가,나동)",,,11410,홍은동, 
20230822,"25,000",0,0,1995,23.09~25.09,신규,65.8,4,연립,446-119,원일빌라,,,11410,연희동, 
20230822,"11,000",20,0,1995,23.09~25.09,신규,52.65,3,연립,31-2,동남하이츠빌라,,,11410,충정로3가, 
20230823,"2,000",80,0,2022,23.09~25.09,신규,31.9,3,다세대,206-34,리치힐,,,11410,홍은동, 
20230823,"16,000",0,0,1996,10.12~28.12,신규,100.91,2,연립,3-1,(3-1),,,11410,충정로3가, 
20230823,"18,000",0,0,2022,23.09~25.09,신규,26.88,2,다세대,260-24,홍제동성캐슬1차,,,11410,홍제동, 
20230823,"15,000",30,0,2003,23.10~25.10,신규,62.16,3,다세대,403-24,그랜드로드빌,,,11410,홍은동, 
20230823,"14,900",0,0,2012,23.09~25.09,신규,59.31,3,다세대,9-706,(9-706),,,11410,홍은동, 
20230823,"15,000",0,0,2006,23.10~25.10,신규,58.39,2,다세대,520-145,유지빌,,,11410,연희동, 
20230823,"6,000",50,0,2003,23.10~25.10,신규,64.47,5,다세대,373-7,대중빌라,,,11410,북가좌동, 
20230823,"32,000",0,0,2022,23.09~25.09,신규,33.64,1,다세대,196-45,탑클래스2,,,11410,홍제동, 
20230823,"4,680",15,0,2022,, ,26.5,4,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230823,"3,000",95,0,2002,23.09~25.09,신규,59.42,4,다세대,78-10,라임힐,,,11410,연희동, 
20230824,"15,000",0,0,2002,23.10~25.10,신규,38.72,2,다세대,382-23,한양빌라(382-23),,,11410,북가좌동, 
20230824,"1,000",78,0,2017,23.08~24.08,신규,28.42,3,다세대,340-1,(340-1),,,11410,남가좌동, 
20230824,"1,000",55,0,2006,23.08~24.08,신규,26.34,3,연립,129-3,바우하우스(129-3),,,11410,대신동, 
20230824,500,75,0,1986,23.08~25.08,신규,40.68,1,다세대,315-52,성지,,,11410,홍제동, 
20230824,"3,000",55,0,2020,23.08~24.08,신규,29.37,3,다세대,196-8,밀레니엄하우스,,,11410,홍은동, 
20230824,"2,000",70,0,2010,23.10~25.10,신규,36.88,4,다세대,280-6,GS빌라(280-6),,,11410,북가좌동, 
20230824,50,28,0,2014,, ,19.32,5,다세대,400-48,성지하우스,,,11410,홍은동, 
20230824,"5,000",85,0,2022,23.09~25.09,신규,48.04,6,다세대,376-8,아덴하임,,,11410,홍은동, 
20230824,"24,000",0,0,2002,23.10~25.10,신규,60.67,1,다세대,137-8,홍제진명빌라(137-8),,,11410,홍제동, 
20230824,"7,800",0,0,1993,23.10~25.10,신규,37.58,-1,다세대,369-13,(369-13),,,11410,북가좌동, 
20230824,"7,000",90,0,2018,23.09~25.09,신규,59.11,2,다세대,3-101,로운힐(A동),,,11410,북가좌동, 
20230825,"1,000",63,0,2003,, ,22.65,2,다세대,84-6,(84-6),,,11410,대신동, 
20230825,"12,000",0,0,2006,23.10~25.10,갱신,35.54,2,다세대,291-24,예지스위트빌,"12,000",,11410,북가좌동, 
20230825,"16,000",0,0,2003,23.10~25.10,신규,74.34,5,다세대,314-35,백송빌라,,,11410,북가좌동, 
20230825,"24,000",0,0,2014,, ,48.52,2,다세대,229,신촌빌리지,,,11410,창천동, 
20230825,"23,000",0,0,2017,23.09~25.09, ,29.06,4,다세대,336-23,주원베르빌(101동),,,11410,남가좌동, 
20230825,"8,500",0,0,1994,23.10~25.10,신규,34.29,3,다세대,8-40,(8-40),,,11410,홍제동, 
20230825,"19,999",0,0,2006,23.10~25.10,신규,43.56,3,다세대,369-15,10차신안월드,,,11410,북가좌동, 
20230825,500,50,0,2004,23.08~24.08,신규,19.04,1,다세대,124-6,(124-6),,,11410,대신동, 
20230825,"8,000",50,0,2016,23.08~25.08,갱신,45.2,2,다세대,305-23,연희하이빌(305-23),"8,000",50,11410,연희동, 
20230825,"7,800",0,0,1994,23.10~25.10,신규,34.74,-1,다세대,315-24,송림빌라,,,11410,북가좌동, 
20230825,"19,999",0,0,2006,, ,43.56,3,다세대,369-15,10차신안월드,,,11410,북가좌동, 
20230825,"16,700",0,0,2018,, ,16.4,7,다세대,37-24,이대프리젠#4,,,11410,대현동, 
20230825,"22,000",5,0,2010,23.09~25.09,신규,47.1,5,다세대,375,(375-0),,,11410,홍은동, 
20230825,"30,000",0,0,2003,23.08~25.08,신규,62.553,2,연립,3-10,노벨아트빌,,,11410,충정로3가, 
20230825,500,67,0,2016,23.08~25.08,신규,28.65,3,다세대,411-20,글로리하우스,,,11410,홍은동, 
20230825,"24,000",0,0,2014,23.09~25.09,갱신,48.52,2,다세대,229,신촌빌리지,"11,000",63,11410,창천동, 
20230825,"13,600",0,0,1995,23.08~25.08,갱신,61.47,-1,다세대,6-9,백명하이츠빌라(6-9),"13,000",,11410,북가좌동, 
20230825,"26,000",0,0,2017,23.12~25.12,갱신,56.49,5,다세대,191-15,청마파크빌,"28,870",,11410,홍은동, 
20230825,"23,000",0,0,2017,, ,29.06,4,다세대,336-23,주원베르빌(101동),,,11410,남가좌동, 
20230826,500,40,0,2012,23.08~24.08,신규,14.96,4,다세대,326-16,매종드빌,,,11410,남가좌동, 
20230826,"2,000",55,0,1995,23.09~25.09,신규,41.44,2,다세대,16-1,희원빌라,,,11410,북아현동, 
20230826,"30,000",0,0,2016,23.11~25.11,신규,43.98,4,다세대,151-87,이수빌라,,,11410,연희동, 
20230826,"14,000",0,0,1989,, ,44.08,1,다세대,348-20,홍일하이츠빌(A동),,,11410,북가좌동, 
20230826,"1,000",50,0,1987,23.09~25.08,신규,41.03,1,다세대,74-176,(74-176),,,11410,북가좌동, 
20230826,"26,400",0,0,2019,23.08~24.08,갱신,28.65,4,다세대,327-12,주현주택,"26,400",,11410,북가좌동, 
20230826,500,40,0,2012,, ,14.96,4,다세대,326-16,매종드빌,,,11410,남가좌동, 
20230826,"22,000",0,0,2011,23.10~25.10,신규,45.3,2,다세대,394-16,해담채(394-16),,,11410,홍은동, 
20230826,500,68,0,2002,23.09~24.09,신규,34.79,3,다세대,112-20,연강,,,11410,창천동, 
20230826,"22,050",0,0,2014,23.10~25.10, ,59.93,3,다세대,295-9,케이하우스,,,11410,북가좌동, 
20230826,"26,500",0,0,2003,23.10~25.10,신규,69.36,3,다세대,328-2,동화빌라(328-2),,,11410,북가좌동, 
20230826,500,68,0,2002,23.09~24.09,신규,37.5,5,연립다세대,112-20,연강,,,11410,창천동, 
20230826,"11,000",0,0,1986,23.09~25.09,신규,37.44,2,다세대,104-28,금성빌라씨동,,,11410,남가좌동, 
20230826,"5,000",95,0,2016,23.10~25.10,신규,43.53,6,다세대,151-87,이수빌라,,,11410,연희동, 
20230826,"1,000",60,0,2010,, ,25.16,3,다세대,282-28,영주아트빌,,,11410,북가좌동, 
20230826,"22,050",0,0,2014,23.10~25.10,신규,59.93,3,다세대,295-9,케이하우스,,,11410,북가좌동, 
20230826,"20,000",0,0,2006,23.09~25.09,신규,41.77,2,다세대,315-35,신정빌라(315-35),,,11410,북가좌동, 
20230827,"1,000",75,0,1975,23.08~25.08,신규,61.85,3,연립다세대,315-37,칠오,,,11410,홍제동, 
20230828,500,45,0,2002,23.08~24.08,신규,36.95,3,다세대,408-9,한영아트빌,,,11410,홍은동, 
20230828,"18,000",0,0,2000,23.10~25.10,신규,65.75,5,다세대,341-10,동경,,,11410,홍은동, 
20230828,"3,000",60,0,1991,23.09~25.09,신규,63.16,2,다세대,314-2,(314-2),,,11410,홍제동, 
20230828,"17,000",0,0,2022,23.09~25.09,신규,17.82,4,다세대,344-137,연희동성캐슬1차,,,11410,연희동, 
20230828,"16,000",0,0,1982,23.09~25.09,신규,65.79,2,연립,370-1,문화맨션(A동),,,11410,북가좌동, 
20230828,"22,000",0,0,1975,23.09~25.09,신규,67.67,2,다세대,300-18,(300-18),,,11410,홍제동, 
20230828,"14,700",0,0,2017,23.09~24.09, ,29.58,3,다세대,325-10,우선빌,,,11410,남가좌동, 
20230828,"8,400",20,0,2005,23.09~25.09,갱신,39.83,1,다세대,76-8,(76-8),"8,400",,11410,북가좌동, 
20230828,"20,000",25,0,2019,23.09~25.09,신규,27.99,2,다세대,295-7,연희궁의아침(지동),,,11410,연희동, 
20230829,"15,000",0,0,1988,23.10~25.10,신규,41.55,2,다세대,369-24,(369-24),,,11410,북가좌동, 
20230829,"5,620",0,0,1995,, ,38.19,2,다세대,3-278,(3-278),,,11410,북아현동, 
20230829,"5,000",75,0,2022,23.11~25.11,신규,39.23,3,다세대,376-8,아덴하임,,,11410,홍은동, 
20230829,"44,100",0,0,2018,,갱신,42.88,5,다세대,48-11,블레어빌,"44,550",,11410,연희동, 
20230829,"13,000",0,0,2002,23.10~25.10,신규,41.98,-1,다세대,120-10,신세계빌라,,,11410,천연동, 
20230829,500,80,0,2011,23.09~24.09,신규,23.65,5,다세대,4-101,(4-101),,,11410,창천동, 
20230829,"18,000",0,0,2002,23.10~25.10,신규,52.27,3,다세대,367-6,동현아트빌,,,11410,북가좌동, 
20230829,500,65,0,2007,23.09~24.08,신규,60,5,다세대,140-14,화이트빌(140-14),,,11410,연희동, 
20230830,"1,000",75,0,1987,23.09~25.02,신규,24.84,1,다세대,4-133,B동(4-133),,,11410,창천동, 
20230830,200,45,0,1983,23.09~24.09,신규,11.48,3,연립,4-121,(4-121),,,11410,창천동, 
20230830,"27,300",0,0,2018,23.09~25.09,신규,48.99,1,다세대,46-5,정다운집,,,11410,연희동, 
20230830,"16,000",0,0,1993,23.10~25.10, ,35.86,4,다세대,3-212,우신빌라8차,,,11410,북아현동, 
20230830,"1,000",56,0,2016,23.09~24.09,신규,15.8,4,다세대,410-14,엘림하우스,,,11410,홍은동, 
20230830,500,50,0,1973,23.08~24.08,신규,42.98,2,연립다세대,5-329,(5-329),,,11410,남가좌동, 
20230830,"1,000",55,0,2011,23.09~24.09,신규,10.67,3,다세대,90-55,(90-55),,,11410,창천동, 
20230830,"18,500",20,0,2018,23.09~25.09,신규,35.33,3,다세대,347-36,에코빌,,,11410,북가좌동, 
20230830,"20,000",0,0,1986,23.10~25.10,신규,44.37,1,다세대,219-15,(219-15),,,11410,연희동, 
20230831,"7,000",43,0,2002,, ,42.4,2,연립,126-2,그랜드힐,,,11410,대신동, 
20230831,"1,000",58,0,2022,23.09~25.09,신규,14.73,3,다세대,325-40,(325-40),,,11410,북가좌동, 
20230831,200,70,0,2019,,신규,59.16,1,다세대,30-19,스카이뷰,,,11410,연희동, 
20230831,500,95,0,1991,23.09~25.09,신규,51.52,-1,다세대,437-36,우성타운,,,11410,연희동, 
20230831,100,50,0,2002,23.09~24.02,신규,66.65,1,다세대,93-6,삼성아트빌,,,11410,연희동, 
20230831,"22,000",0,0,2007,23.08~25.08,갱신,66.99,3,다세대,267-69,에뜨알빌라트,"20,000",,11410,홍제동, 
20230831,"20,000",0,0,2010,23.09~25.08,갱신,40.96,3,다세대,375-2,투유빌,"17,300",,11410,홍은동, 
20230831,"31,000",0,0,1995,23.09~25.09,신규,84.02,1,다세대,122-20,석천빌라A동,,,11410,홍제동, 
20230831,"5,590",18,0,2022,, ,25.67,4,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230831,500,50,0,1997,23.09~25.09,신규,19.32,3,다세대,289-30,(289-30),,,11410,북가좌동, 
20230831,"1,000",58,0,2014,23.09~25.08,신규,17.44,3,다세대,1-354,(1-354),,,11410,북아현동, 
20230901,500,42,0,2013,23.09~25.03,신규,16.14,2,다세대,287-113,로즈하우스,,,11410,홍제동, 
20230901,"3,000",125,0,2002,23.09~24.09,신규,51.27,3,다세대,81-29,아미린빌스,,,11410,연희동, 
20230901,"19,000",0,0,2014,23.09~25.09,신규,50.63,1,다세대,319-2,조운아트빌,,,11410,북가좌동, 
20230901,"30,000",0,0,2016,23.09~25.09,갱신,55.82,4,다세대,325-9,동화빌라,"30,000",,11410,북가좌동, 
20230901,"8,000",0,0,1995,23.09~25.09,갱신,22.8,2,연립,446-282,신세대하이빌,"3,500",15,11410,연희동, 
20230901,"5,000",85,0,2022,23.10~25.10,신규,42.86,6,다세대,376-8,아덴하임,,,11410,홍은동, 
20230901,"21,000",0,0,2021,23.09~25.09,신규,47.84,4,다세대,265-77,265-77,,,11410,홍은동, 
20230901,"34,500",0,0,2018,23.10~25.10,갱신,46.57,2,다세대,48-11,블레어빌,"34,500",,11410,연희동, 
20230902,"1,000",52,0,2011,, ,11.39,4,다세대,90-47,(90-47),,,11410,창천동, 
20230902,"5,000",115,0,1997,23.10~25.10,신규,59.62,1,다세대,86-9,(86-9),,,11410,연희동, 
20230902,"15,000",0,0,1992,23.09~25.09,신규,46.06,1,다세대,1-15,다성맨션,,,11410,연희동, 
20230902,"16,700",0,0,2002,23.10~25.10,신규,53.76,4,다세대,290-5,민성빌라(290-5),,,11410,북가좌동, 
20230902,"4,500",30,0,1986,, ,80.69,-1,다세대,5-63,(5-63),,,11410,남가좌동, 
20230902,"18,700",15,0,2018,, ,28.9,3,다세대,338-22,신안1차휴먼타운,,,11410,북가좌동, 
20230902,"5,000",40,0,2017,23.09~25.09,신규,24.31,5,다세대,295-24,이헌빌라트,,,11410,북가좌동, 
20230902,"2,000",60,0,1982,23.10~25.10,신규,63.36,2,연립,370-5,합동맨션,,,11410,북가좌동, 
20230902,"18,700",15,0,2018,23.10~25.10,신규,28.9,3,다세대,338-22,신안1차휴먼타운,,,11410,북가좌동, 
20230902,"10,000",0,0,1987,, ,34.47,1,연립,9-75,금강빌라,,,11410,홍제동, 
20230902,"25,000",0,0,2002,,신규,57.6,1,다세대,340-29,샬롬아트빌,,,11410,연희동, 
20230903,"6,000",0,0,1994,, ,58.75,1,다세대,340-30,동우빌라,,,11410,북가좌동, 
20230903,"35,000",0,0,1996,23.09~25.09,갱신,107.4,3,연립,3-185,보광,"42,600",,11410,충정로3가, 
20230903,"20,200",0,0,2022,23.10~25.10,신규,29.12,5,다세대,192-29,(192-29),,,11410,홍제동, 
20230903,"20,000",0,0,2011,23.11~25.11,신규,53.34,5,다세대,344-27,영주아트빌,,,11410,북가좌동, 
20230904,"2,500",70,0,2002,23.09~25.09,신규,49.61,3,다세대,279-29,(279-29),,,11410,북가좌동, 
20230904,500,30,0,2005,, ,24.87,3,다세대,635,(635-0),,,11410,북아현동, 
20230904,"18,000",20,0,2003,23.10~25.10,신규,45.94,2,다세대,504-3,창천네오빌,,,11410,창천동, 
20230904,"2,000",60,0,1987,23.10~25.10,신규,45.27,2,다세대,267-8,코스모스빌라,,,11410,홍제동, 
20230904,"16,500",0,0,2019,23.09~25.09,신규,25.68,4,다세대,10-238,미소지움103동,,,11410,홍은동, 
20230904,"15,500",0,0,1992,, ,53.98,4,다세대,350-24,일주빌라,,,11410,북가좌동, 
20230904,"25,000",0,0,2001,23.10~25.10,신규,75.06,1,다세대,339-40,신풍그린빌1차,,,11410,북가좌동, 
20230904,"15,000",15,0,1991,23.10~25.10,신규,76.5,-1,다세대,151-22,연희궁빌라,,,11410,연희동, 
20230904,"22,000",0,0,1993,, ,81,2,연립,350-3,그린빌라,,,11410,북가좌동, 
20230904,"8,000",30,0,1995,23.10~25.10,신규,45.18,3,다세대,120-39,(120-39),,,11410,천연동, 
20230904,"3,000",0,0,1987,, ,40.995,3,다세대,167-53,아남(나동),,,11410,홍제동, 
20230904,"1,000",40,0,1994,,신규,39.3,2,다세대,265-107,신영광주택2차,,,11410,홍은동, 
20230904,"19,000",0,0,1992,23.09~25.09,갱신,47.7,2,다세대,51-136,(51-136),"19,000",,11410,연희동, 
20230904,"5,000",75,0,2022,23.09~25.09,신규,39.23,2,다세대,376-8,아덴하임,,,11410,홍은동, 
20230904,500,68,0,2011,23.10~24.10,신규,14.52,3,다세대,419,스카이힐,,,11410,창천동, 
20230905,"2,000",45,0,2002,23.09~25.09,신규,34.35,4,다세대,373-12,부광아트빌,,,11410,북가좌동, 
20230905,"21,000",0,0,2013,, ,34.37,7,다세대,397-41,홍은주택(2),,,11410,홍은동, 
20230905,"2,500",14,0,2022,, ,19.09,5,다세대,489,DMC갤러리아,,,11410,북가좌동, 
20230905,"7,000",0,0,2012,23.09~25.09,신규,18.43,2,다세대,132-47,(132-47),,,11410,연희동, 
20230905,"20,000",0,0,2013,23.10~25.10,신규,34.37,7,다세대,397-41,홍은주택(2),,,11410,홍은동, 
20230905,"11,500",0,0,2003,23.11~25.11,신규,34.69,3,다세대,411-9,청산,,,11410,홍은동, 
20230905,"14,000",20,0,2014,23.10~25.10,갱신,29.94,4,다세대,360-162,클라우드(102동),"14,000",10,11410,홍제동, 
20230905,"5,000",30,0,2001,, ,83.56,3,연립,290-1,연세아크로폴리스,,,11410,연희동, 
20230905,"5,000",90,0,2017,23.09~25.09,신규,37.4,2,다세대,294-20,동화아트빌(A동),,,11410,북가좌동, 
20230905,500,69,0,2002,23.09~25.09,신규,39.7,3,다세대,290-8,광천타운,,,11410,북가좌동, 
20230905,"2,000",65,0,2017,23.09~25.09,신규,25.72,2,다세대,136-11,뉴캐슬,,,11410,홍제동, 
20230906,"18,600",0,0,2015,23.10~25.10,신규,41.25,2,다세대,3-127,진성아트빌(3-127),,,11410,북가좌동, 
20230906,"1,000",45,0,2012,23.10~24.10,신규,17.44,4,다세대,328-14,다인하우스(328-14),,,11410,북가좌동, 
20230906,"1,000",60,0,1997,23.09~25.09,신규,35.64,3,다세대,312-76,삼성맨션,,,11410,홍제동, 
20230906,"12,300",0,0,2003,23.10~25.10,신규,32.34,4,다세대,405-17,수목아이엠하우스(405-17),,,11410,홍은동, 
20230906,"22,000",0,0,1985,23.10~25.10,신규,45.96,1,연립,141-34,동진빌라,,,11410,연희동, 
20230906,"4,000",70,0,2003,23.10~25.10,신규,67.13,4,다세대,276-23,태성하이츠빌,,,11410,북가좌동, 
20230906,"10,000",55,0,2003,23.11~25.11,신규,55.95,3,다세대,280-34,정우베스트빌,,,11410,북가좌동, 
20230906,"12,300",0,0,2003,23.10~25.10,신규,32.34,4,다세대,405-17,수목아이엠하우스(405-17),,,11410,홍은동, 
20230906,"10,000",85,0,1995,23.09~25.09,신규,53.1,4,다세대,45-3,흥륜빌라,,,11410,연희동, 
